nodes,run,operation,attempt,latency_ms
20,0,put,0,24.277
20,0,put,1,22.482
20,0,put,2,24.297
20,0,put,3,24.937
20,0,put,4,24.168
20,0,put,5,23.059
20,0,put,6,24.498
20,0,put,7,23.839
20,0,put,8,24.375
20,0,put,9,35.983
20,0,put,10,24.837
20,0,put,11,24.526
20,0,put,12,22.170
20,0,put,13,23.868
20,0,put,14,24.271
20,0,put,15,22.208
20,0,put,16,24.788
20,0,put,17,24.940
20,0,put,18,24.897
20,0,put,19,24.761
20,0,put,20,26.681
20,0,put,21,22.998
20,0,put,22,29.121
20,0,put,23,22.899
20,0,put,24,24.150
20,0,put,25,21.275
20,0,put,26,25.788
20,0,put,27,24.573
20,0,put,28,25.691
20,0,put,29,28.776
20,0,put,30,23.564
20,0,put,31,22.180
20,0,put,32,21.580
20,0,put,33,25.268
20,0,put,34,21.923
20,0,put,35,21.077
20,0,put,36,23.367
20,0,put,37,22.952
20,0,put,38,23.349
20,0,put,39,22.865
20,0,put,40,23.568
20,0,put,41,22.137
20,0,put,42,23.368
20,0,put,43,25.914
20,0,put,44,22.549
20,0,put,45,22.368
20,0,put,46,23.034
20,0,put,47,22.388
20,0,put,48,26.281
20,0,put,49,25.170
20,0,get,0,18.633
20,0,get,1,17.041
20,0,get,2,19.178
20,0,get,3,17.410
20,0,get,4,18.589
20,0,get,5,20.060
20,0,get,6,19.241
20,0,get,7,17.848
20,0,get,8,16.797
20,0,get,9,19.855
20,0,get,10,22.448
20,0,get,11,18.502
20,0,get,12,21.861
20,0,get,13,17.621
20,0,get,14,18.142
20,0,get,15,23.054
20,0,get,16,23.972
20,0,get,17,18.177
20,0,get,18,16.888
20,0,get,19,21.671
20,0,get,20,20.082
20,0,get,21,17.277
20,0,get,22,21.304
20,0,get,23,20.407
20,0,get,24,18.789
20,0,get,25,21.369
20,0,get,26,22.240
20,0,get,27,18.582
20,0,get,28,19.017
20,0,get,29,19.368
20,0,get,30,18.564
20,0,get,31,18.764
20,0,get,32,19.274
20,0,get,33,20.024
20,0,get,34,19.326
20,0,get,35,24.059
20,0,get,36,17.504
20,0,get,37,22.803
20,0,get,38,18.135
20,0,get,39,17.287
20,0,get,40,18.389
20,0,get,41,15.866
20,0,get,42,23.962
20,0,get,43,19.737
20,0,get,44,18.920
20,0,get,45,21.649
20,0,get,46,20.695
20,0,get,47,19.046
20,0,get,48,20.706
20,0,get,49,20.189
20,1,put,0,24.026
20,1,put,1,24.847
20,1,put,2,30.952
20,1,put,3,29.593
20,1,put,4,29.135
20,1,put,5,25.504
20,1,put,6,24.677
20,1,put,7,22.644
20,1,put,8,28.309
20,1,put,9,23.115
20,1,put,10,23.492
20,1,put,11,22.045
20,1,put,12,23.526
20,1,put,13,24.672
20,1,put,14,22.129
20,1,put,15,23.321
20,1,put,16,23.318
20,1,put,17,22.812
20,1,put,18,22.197
20,1,put,19,23.025
20,1,put,20,23.260
20,1,put,21,22.866
20,1,put,22,23.308
20,1,put,23,24.124
20,1,put,24,22.280
20,1,put,25,23.253
20,1,put,26,23.838
20,1,put,27,21.718
20,1,put,28,24.201
20,1,put,29,23.992
20,1,put,30,22.708
20,1,put,31,24.144
20,1,put,32,23.773
20,1,put,33,22.834
20,1,put,34,23.016
20,1,put,35,23.256
20,1,put,36,22.017
20,1,put,37,24.069
20,1,put,38,23.893
20,1,put,39,22.863
20,1,put,40,23.834
20,1,put,41,24.317
20,1,put,42,23.228
20,1,put,43,23.510
20,1,put,44,23.405
20,1,put,45,22.790
20,1,put,46,23.793
20,1,put,47,23.936
20,1,put,48,26.717
20,1,put,49,22.460
20,1,get,0,18.799
20,1,get,1,17.502
20,1,get,2,19.853
20,1,get,3,18.748
20,1,get,4,22.493
20,1,get,5,19.457
20,1,get,6,19.819
20,1,get,7,22.866
20,1,get,8,18.345
20,1,get,9,20.662
20,1,get,10,19.116
20,1,get,11,17.299
20,1,get,12,21.877
20,1,get,13,19.269
20,1,get,14,18.594
20,1,get,15,19.301
20,1,get,16,18.394
20,1,get,17,17.808
20,1,get,18,21.462
20,1,get,19,19.694
20,1,get,20,17.735
20,1,get,21,21.581
20,1,get,22,25.129
20,1,get,23,18.595
20,1,get,24,19.139
20,1,get,25,20.763
20,1,get,26,17.258
20,1,get,27,24.309
20,1,get,28,19.297
20,1,get,29,18.246
20,1,get,30,21.450
20,1,get,31,19.400
20,1,get,32,17.176
20,1,get,33,19.399
20,1,get,34,19.312
20,1,get,35,19.001
20,1,get,36,21.925
20,1,get,37,20.213
20,1,get,38,18.819
20,1,get,39,19.448
20,1,get,40,18.563
20,1,get,41,18.647
20,1,get,42,22.372
20,1,get,43,19.626
20,1,get,44,19.589
20,1,get,45,20.249
20,1,get,46,18.547
20,1,get,47,21.341
20,1,get,48,19.545
20,1,get,49,18.888
20,2,put,0,23.450
20,2,put,1,24.208
20,2,put,2,23.042
20,2,put,3,23.485
20,2,put,4,24.252
20,2,put,5,22.298
20,2,put,6,24.065
20,2,put,7,23.173
20,2,put,8,21.069
20,2,put,9,24.710
20,2,put,10,23.731
20,2,put,11,22.523
20,2,put,12,24.021
20,2,put,13,22.650
20,2,put,14,23.149
20,2,put,15,23.208
20,2,put,16,21.721
20,2,put,17,23.755
20,2,put,18,23.258
20,2,put,19,22.140
20,2,put,20,23.890
20,2,put,21,24.415
20,2,put,22,22.713
20,2,put,23,22.930
20,2,put,24,22.903
20,2,put,25,21.998
20,2,put,26,24.010
20,2,put,27,23.272
20,2,put,28,22.002
20,2,put,29,22.478
20,2,put,30,23.549
20,2,put,31,23.097
20,2,put,32,27.188
20,2,put,33,23.569
20,2,put,34,27.221
20,2,put,35,22.927
20,2,put,36,23.483
20,2,put,37,24.688
20,2,put,38,24.740
20,2,put,39,22.378
20,2,put,40,22.228
20,2,put,41,23.550
20,2,put,42,24.025
20,2,put,43,22.965
20,2,put,44,24.944
20,2,put,45,23.744
20,2,put,46,22.129
20,2,put,47,23.588
20,2,put,48,24.174
20,2,put,49,22.057
20,2,get,0,19.178
20,2,get,1,17.104
20,2,get,2,16.794
20,2,get,3,19.126
20,2,get,4,18.468
20,2,get,5,18.844
20,2,get,6,22.575
20,2,get,7,18.351
20,2,get,8,29.607
20,2,get,9,17.727
20,2,get,10,19.760
20,2,get,11,20.844
20,2,get,12,18.121
20,2,get,13,22.504
20,2,get,14,20.507
20,2,get,15,17.234
20,2,get,16,18.010
20,2,get,17,17.989
20,2,get,18,17.422
20,2,get,19,18.365
20,2,get,20,17.778
20,2,get,21,17.363
20,2,get,22,18.220
20,2,get,23,19.220
20,2,get,24,21.756
20,2,get,25,18.471
20,2,get,26,20.438
20,2,get,27,17.866
20,2,get,28,19.506
20,2,get,29,18.182
20,2,get,30,18.188
20,2,get,31,19.006
20,2,get,32,18.163
20,2,get,33,17.654
20,2,get,34,22.286
20,2,get,35,18.260
20,2,get,36,18.053
20,2,get,37,21.205
20,2,get,38,17.625
20,2,get,39,17.909
20,2,get,40,19.459
20,2,get,41,19.580
20,2,get,42,17.274
20,2,get,43,17.980
20,2,get,44,18.135
20,2,get,45,17.038
20,2,get,46,19.921
20,2,get,47,20.241
20,2,get,48,19.979
20,2,get,49,21.485
20,3,put,0,22.902
20,3,put,1,24.165
20,3,put,2,72.262
20,3,put,3,24.331
20,3,put,4,23.230
20,3,put,5,22.001
20,3,put,6,23.379
20,3,put,7,24.217
20,3,put,8,22.404
20,3,put,9,23.967
20,3,put,10,24.427
20,3,put,11,21.996
20,3,put,12,23.583
20,3,put,13,23.379
20,3,put,14,21.788
20,3,put,15,22.378
20,3,put,16,23.007
20,3,put,17,23.534
20,3,put,18,22.176
20,3,put,19,22.841
20,3,put,20,22.510
20,3,put,21,22.056
20,3,put,22,23.533
20,3,put,23,24.639
20,3,put,24,23.754
20,3,put,25,25.052
20,3,put,26,25.432
20,3,put,27,25.120
20,3,put,28,25.175
20,3,put,29,23.039
20,3,put,30,24.883
20,3,put,31,24.013
20,3,put,32,21.803
20,3,put,33,24.352
20,3,put,34,23.411
20,3,put,35,21.949
20,3,put,36,24.470
20,3,put,37,23.349
20,3,put,38,21.881
20,3,put,39,23.618
20,3,put,40,22.732
20,3,put,41,25.779
20,3,put,42,23.114
20,3,put,43,24.879
20,3,put,44,24.751
20,3,put,45,26.921
20,3,put,46,23.702
20,3,put,47,24.595
20,3,put,48,24.239
20,3,put,49,25.702
20,3,get,0,19.227
20,3,get,1,18.225
20,3,get,2,21.480
20,3,get,3,19.908
20,3,get,4,21.803
20,3,get,5,20.585
20,3,get,6,20.298
20,3,get,7,34.369
20,3,get,8,19.498
20,3,get,9,17.822
20,3,get,10,17.581
20,3,get,11,20.867
20,3,get,12,19.578
20,3,get,13,22.040
20,3,get,14,20.805
20,3,get,15,23.465
20,3,get,16,23.295
20,3,get,17,18.700
20,3,get,18,20.089
20,3,get,19,16.647
20,3,get,20,18.005
20,3,get,21,17.764
20,3,get,22,17.916
20,3,get,23,19.252
20,3,get,24,21.837
20,3,get,25,18.824
20,3,get,26,21.458
20,3,get,27,20.558
20,3,get,28,20.429
20,3,get,29,18.935
20,3,get,30,19.484
20,3,get,31,20.043
20,3,get,32,19.411
20,3,get,33,19.969
20,3,get,34,19.606
20,3,get,35,18.854
20,3,get,36,20.540
20,3,get,37,19.161
20,3,get,38,17.169
20,3,get,39,19.704
20,3,get,40,20.640
20,3,get,41,20.502
20,3,get,42,20.461
20,3,get,43,17.372
20,3,get,44,18.435
20,3,get,45,18.522
20,3,get,46,18.962
20,3,get,47,19.862
20,3,get,48,17.657
20,3,get,49,15.993
20,4,put,0,30.441
20,4,put,1,24.268
20,4,put,2,21.920
20,4,put,3,24.076
20,4,put,4,24.396
20,4,put,5,23.477
20,4,put,6,24.899
20,4,put,7,23.993
20,4,put,8,23.771
20,4,put,9,37.296
20,4,put,10,23.278
20,4,put,11,23.878
20,4,put,12,24.499
20,4,put,13,21.920
20,4,put,14,22.828
20,4,put,15,22.453
20,4,put,16,24.023
20,4,put,17,23.580
